Old Listing Key,New Listing Key,,,,,
3yd-MRIS-FX10045798,3yd-TRENDPA-1000068235,,,,,
3yd-MRIS-FX10047543,3yd-TRENDPA-1000068245,,,,,
3yd-MRIS-FX10046250,3yd-TRENDPA-1000068255,,,,,
3yd-MRIS-FX10046745,3yd-TRENDPA-1000068265,,,,,
3yd-MRIS-FX10046986,3yd-TRENDPA-1000068275,,,,,
3yd-MRIS-FX10049194,3yd-TRENDPA-1000068285,,,,,
3yd-MRIS-FX10046364,3yd-TRENDPA-1000068295,,,,,
3yd-MRIS-FX10050176,3yd-TRENDPA-1000068305,,,,,
3yd-MRIS-FX10051981,3yd-TRENDPA-1000068347,,,,,
3yd-MRIS-FX10047302,3yd-TRENDPA-1000068357,,,,,
3yd-MRIS-FX10047786,3yd-TRENDPA-1000068483,,,,,
3yd-MRIS-FX10047540,3yd-TRENDPA-1000068487,,,,,
3yd-MRIS-FX10047986,3yd-TRENDPA-1000068497,,,,,
3yd-MRIS-FX10047828,3yd-TRENDPA-1000068501,,,,,
3yd-MRIS-FX10052075,3yd-TRENDPA-1000068509,,,,,
3yd-MRIS-FX10047960,3yd-TRENDPA-1000068511,,,,,
3yd-MRIS-FX10047897,3yd-TRENDPA-1000068519,,,,,
3yd-MRIS-FX10048396,3yd-TRENDPA-1000068521,,,,,
3yd-MRIS-FX10047735,3yd-TRENDPA-1000068531,,,,,
3yd-MRIS-FX10051183,3yd-TRENDPA-1000068533,,,,,
3yd-MRIS-FX10047845,3yd-TRENDPA-1000068539,,,,,
3yd-MRIS-FX10053119,3yd-TRENDPA-1000068543,,,,,
3yd-MRIS-FX10049922,3yd-TRENDPA-1000068547,,,,,
3yd-MRIS-FX10047956,3yd-TRENDPA-1000068549,,,,,
3yd-MRIS-FX10049099,3yd-TRENDPA-1000067907,,,,,
3yd-MRIS-FX10048995,3yd-TRENDPA-1000067917,,,,,
3yd-MRIS-FX10044612,3yd-TRENDPA-1000067927,,,,,
3yd-MRIS-FX10044375,3yd-TRENDPA-1000067945,,,,,
3yd-MRIS-FX10046073,3yd-TRENDPA-1000067955,,,,,
3yd-MRIS-FX10045367,3yd-TRENDPA-1000067965,,,,,
3yd-MRIS-FX10051129,3yd-TRENDPA-1000067975,,,,,
3yd-MRIS-FX10046227,3yd-TRENDPA-1000067985,,,,,
3yd-MRIS-FX10046527,3yd-TRENDPA-1000067995,,,,,
3yd-MRIS-FX10045052,3yd-TRENDPA-1000068009,,,,,
3yd-MRIS-FX10044494,3yd-TRENDPA-1000068039,,,,,
3yd-MRIS-FX10044864,3yd-TRENDPA-1000068049,,,,,
3yd-MRIS-FX10045300,3yd-TRENDPA-1000068069,,,,,
3yd-MRIS-FX10044955,3yd-TRENDPA-1000068081,,,,,
3yd-MRIS-FX10046268,3yd-TRENDPA-1000068091,,,,,
3yd-MRIS-FX10046626,3yd-TRENDPA-1000068113,,,,,
3yd-MRIS-FX10034154,3yd-TRENDPA-1000066503,,,,,
3yd-MRIS-FX10033591,3yd-TRENDPA-1000066513,,,,,
3yd-MRIS-FX10036437,3yd-TRENDPA-1000066533,,,,,
3yd-MRIS-FX10035126,3yd-TRENDPA-1000066541,,,,,
3yd-MRIS-FX10036015,3yd-TRENDPA-1000066551,,,,,
3yd-MRIS-FX10034673,3yd-TRENDPA-1000066567,,,,,
3yd-MRIS-FX10034663,3yd-TRENDPA-1000066577,,,,,
3yd-MRIS-FX10035792,3yd-TRENDPA-1000066587,,,,,
3yd-MRIS-FX10037275,3yd-TRENDPA-1000066599,,,,,
3yd-MRIS-FX10035798,3yd-TRENDPA-1000066613,,,,,
3yd-MRIS-FX10035962,3yd-TRENDPA-1000066625,,,,,
3yd-MRIS-FX10035574,3yd-TRENDPA-1000066635,,,,,
3yd-MRIS-FX10035116,3yd-TRENDPA-1000066649,,,,,
3yd-MRIS-FX10036589,3yd-TRENDPA-1000066661,,,,,
3yd-MRIS-FX10035727,3yd-TRENDPA-1000066671,,,,,
3yd-MRIS-FX10035703,3yd-TRENDPA-1000066685,,,,,
3yd-MRIS-FX10035656,3yd-TRENDPA-1000066699,,,,,
3yd-MRIS-FX10053074,3yd-TRENDPA-1000067961,,,,,
3yd-MRIS-FX10051795,3yd-TRENDPA-1000067973,,,,,
3yd-MRIS-FX10045760,3yd-TRENDPA-1000067993,,,,,
3yd-MRIS-FX10048787,3yd-TRENDPA-1000068005,,,,,
3yd-MRIS-FX10045214,3yd-TRENDPA-1000068017,,,,,
3yd-MRIS-FX10049493,3yd-TRENDPA-1000068027,,,,,
3yd-MRIS-FX10045336,3yd-TRENDPA-1000068037,,,,,
3yd-MRIS-FX10044772,3yd-TRENDPA-1000068047,,,,,
3yd-MRIS-FX10045069,3yd-TRENDPA-1000068057,,,,,
3yd-MRIS-FX10045134,3yd-TRENDPA-1000068077,,,,,
3yd-MRIS-FX10045307,3yd-TRENDPA-1000068087,,,,,
3yd-MRIS-FX10053502,3yd-TRENDPA-1000068097,,,,,
3yd-MRIS-FX10045620,3yd-TRENDPA-1000068107,,,,,
3yd-MRIS-FX10047141,3yd-TRENDPA-1000068131,,,,,
3yd-MRIS-FX10044974,3yd-TRENDPA-1000068141,,,,,
3yd-MRIS-FX10047321,3yd-TRENDPA-1000068151,,,,,
3yd-MRIS-FX10048928,3yd-TRENDPA-1000068553,,,,,
3yd-MRIS-FX10048816,3yd-TRENDPA-1000068557,,,,,
3yd-MRIS-FX10048248,3yd-TRENDPA-1000068567,,,,,
3yd-MRIS-FX10047753,3yd-TRENDPA-1000068565,,,,,
3yd-MRIS-FX10048122,3yd-TRENDPA-1000068569,,,,,
3yd-MRIS-FX10047873,3yd-TRENDPA-1000068571,,,,,
3yd-MRIS-FX10048423,3yd-TRENDPA-1000068575,,,,,
3yd-MRIS-FX10047858,3yd-TRENDPA-1000068577,,,,,
3yd-MRIS-FX10048586,3yd-TRENDPA-1000068573,,,,,
3yd-MRIS-FX10049262,3yd-TRENDPA-1000068579,,,,,
3yd-MRIS-FX10051365,3yd-TRENDPA-1000068581,,,,,
3yd-MRIS-FX10048110,3yd-TRENDPA-1000068583,,,,,
3yd-MRIS-FX10047813,3yd-TRENDPA-1000068585,,,,,
3yd-MRIS-FX10039568,3yd-TRENDPA-1000067241,,,,,
3yd-MRIS-FX10039283,3yd-TRENDPA-1000067255,,,,,
3yd-MRIS-FX10039631,3yd-TRENDPA-1000067267,,,,,
3yd-MRIS-FX10040282,3yd-TRENDPA-1000067277,,,,,
3yd-MRIS-FX10039851,3yd-TRENDPA-1000067287,,,,,
3yd-MRIS-FX10039907,3yd-TRENDPA-1000067295,,,,,
3yd-MRIS-FX10040018,3yd-TRENDPA-1000067317,,,,,
3yd-MRIS-FX10040532,3yd-TRENDPA-1000067327,,,,,
3yd-MRIS-FX10040325,3yd-TRENDPA-1000067337,,,,,
3yd-MRIS-FX10040287,3yd-TRENDPA-1000067347,,,,,
3yd-MRIS-FX10046746,3yd-TRENDPA-1000067359,,,,,
3yd-MRIS-FX10040824,3yd-TRENDPA-1000067369,,,,,
3yd-MRIS-FX10040961,3yd-TRENDPA-1000067383,,,,,
3yd-MRIS-FX10041196,3yd-TRENDPA-1000067393,,,,,
3yd-MRIS-FX10041483,3yd-TRENDPA-1000067403,,,,,
3yd-MRIS-FX10041558,3yd-TRENDPA-1000067413,,,,,
3yd-MRIS-FX10040974,3yd-TRENDPA-1000067421,,,,,
3yd-MRIS-FX10041325,3yd-TRENDPA-1000067431,,,,,
3yd-MRIS-FX10041185,3yd-TRENDPA-1000067441,,,,,
3yd-MRIS-FX10035683,3yd-TRENDPA-1000066719,,,,,
3yd-MRIS-FX10036211,3yd-TRENDPA-1000066729,,,,,
3yd-MRIS-FX10036571,3yd-TRENDPA-1000066741,,,,,
3yd-MRIS-FX10046747,3yd-TRENDPA-1000066751,,,,,
3yd-MRIS-FX10040054,3yd-TRENDPA-1000066761,,,,,
3yd-MRIS-FX10038185,3yd-TRENDPA-1000066771,,,,,
3yd-MRIS-FX10037948,3yd-TRENDPA-1000066781,,,,,
3yd-MRIS-FX10036272,3yd-TRENDPA-1000066791,,,,,
3yd-MRIS-FX10037036,3yd-TRENDPA-1000066801,,,,,
3yd-MRIS-FX10037371,3yd-TRENDPA-1000066811,,,,,
3yd-MRIS-FX10037544,3yd-TRENDPA-1000066827,,,,,
3yd-MRIS-FX10037237,3yd-TRENDPA-1000066839,,,,,
3yd-MRIS-FX10037123,3yd-TRENDPA-1000066851,,,,,
3yd-MRIS-FX10042197,3yd-TRENDPA-1000066869,,,,,
3yd-MRIS-FX10039243,3yd-TRENDPA-1000066881,,,,,
3yd-MRIS-FX10043202,3yd-TRENDPA-1000066891,,,,,
3yd-MRIS-FX10037382,3yd-TRENDPA-1000066901,,,,,
3yd-MRIS-FX10037027,3yd-TRENDPA-1000066911,,,,,
3yd-MRIS-FX10038149,3yd-TRENDPA-1000066921,,,,,
3yd-MRIS-FX10032583,3yd-TRENDPA-1000066261,,,,,
3yd-MRIS-FX10033896,3yd-TRENDPA-1000066277,,,,,
3yd-MRIS-FX10034080,3yd-TRENDPA-1000066445,,,,,
3yd-MRIS-FX10035874,3yd-TRENDPA-1000066463,,,,,
3yd-MRIS-FX9010758,3yd-TRENDPA-1000066475,,,,,
3yd-MRIS-FX10037073,3yd-TRENDPA-1000066487,,,,,
3yd-MRIS-FX10035569,3yd-TRENDPA-1000066499,,,,,
3yd-MRIS-FX10033887,3yd-TRENDPA-1000066509,,,,,
3yd-MRIS-FX10034262,3yd-TRENDPA-1000066527,,,,,
3yd-MRIS-FX10036195,3yd-TRENDPA-1000066537,,,,,
3yd-MRIS-FX10037505,3yd-TRENDPA-1000066547,,,,,
3yd-MRIS-FX10035052,3yd-TRENDPA-1000066561,,,,,
3yd-MRIS-FX10034837,3yd-TRENDPA-1000066571,,,,,
3yd-MRIS-FX10035307,3yd-TRENDPA-1000066589,,,,,
3yd-MRIS-FX10035375,3yd-TRENDPA-1000066601,,,,,
3yd-MRIS-FX10034822,3yd-TRENDPA-1000066611,,,,,
3yd-MRIS-FX10034869,3yd-TRENDPA-1000066623,,,,,
3yd-MRIS-FX10034559,3yd-TRENDPA-1000066637,,,,,
3yd-MRIS-FX10044313,3yd-TRENDPA-1000067953,,,,,
3yd-MRIS-FX10046909,3yd-TRENDPA-1000067981,,,,,
3yd-MRIS-FX10044507,3yd-TRENDPA-1000067991,,,,,
3yd-MRIS-FX10051454,3yd-TRENDPA-1000068001,,,,,
3yd-MRIS-FX10045480,3yd-TRENDPA-1000068011,,,,,
3yd-MRIS-FX10045324,3yd-TRENDPA-1000068023,,,,,
3yd-MRIS-FX10046763,3yd-TRENDPA-1000068033,,,,,
3yd-MRIS-FX10045100,3yd-TRENDPA-1000068043,,,,,
3yd-MRIS-FX10045107,3yd-TRENDPA-1000068051,,,,,
3yd-MRIS-FX10045482,3yd-TRENDPA-1000068073,,,,,
3yd-MRIS-FX10044787,3yd-TRENDPA-1000068083,,,,,
3yd-MRIS-FX10045473,3yd-TRENDPA-1000068093,,,,,
3yd-MRIS-FX10045317,3yd-TRENDPA-1000068103,,,,,
3yd-MRIS-FX10050183,3yd-TRENDPA-1000068125,,,,,
3yd-MRIS-FX10044867,3yd-TRENDPA-1000068121,,,,,
3yd-MRIS-FX10045540,3yd-TRENDPA-1000068127,,,,,
3yd-MRIS-FX10046470,3yd-TRENDPA-1000068137,,,,,
3yd-MRIS-FX10045755,3yd-TRENDPA-1000068147,,,,,
3yd-MRIS-FX10046871,3yd-TRENDPA-1000068169,,,,,
3yd-MRIS-FX10045823,3yd-TRENDPA-1000068179,,,,,
3yd-MRIS-FX10046026,3yd-TRENDPA-1000068187,,,,,
3yd-MRIS-FX10046482,3yd-TRENDPA-1000068195,,,,,
3yd-MRIS-FX10046725,3yd-TRENDPA-1000068197,,,,,
3yd-MRIS-FX10047459,3yd-TRENDPA-1000068205,,,,,
3yd-MRIS-FX10046161,3yd-TRENDPA-1000068207,,,,,
3yd-MRIS-FX10047580,3yd-TRENDPA-1000068219,,,,,
3yd-MRIS-FX10046911,3yd-TRENDPA-1000068221,,,,,
3yd-MRIS-FX10046340,3yd-TRENDPA-1000068239,,,,,
3yd-MRIS-FX10046020,3yd-TRENDPA-1000068241,,,,,
3yd-MRIS-FX10046630,3yd-TRENDPA-1000068247,,,,,
3yd-MRIS-FX10033916,3yd-TRENDPA-1000066295,,,,,
3yd-MRIS-FX10032615,3yd-TRENDPA-1000066305,,,,,
3yd-MRIS-FX10032517,3yd-TRENDPA-1000066315,,,,,
3yd-MRIS-FX10032562,3yd-TRENDPA-1000066325,,,,,
3yd-MRIS-FX10033059,3yd-TRENDPA-1000066335,,,,,
3yd-MRIS-FX9010770,3yd-TRENDPA-1000066345,,,,,
3yd-MRIS-FX10034076,3yd-TRENDPA-1000066365,,,,,
3yd-MRIS-FX10036137,3yd-TRENDPA-1000066375,,,,,
3yd-MRIS-FX10034068,3yd-TRENDPA-1000066385,,,,,
3yd-MRIS-FX10033167,3yd-TRENDPA-1000066403,,,,,
3yd-MRIS-FX10050170,3yd-TRENDPA-1000066415,,,,,
3yd-MRIS-FX10033381,3yd-TRENDPA-1000066435,,,,,
3yd-MRIS-FX10034158,3yd-TRENDPA-1000066449,,,,,
3yd-MRIS-FX10033127,3yd-TRENDPA-1000066459,,,,,
3yd-MRIS-FX10034447,3yd-TRENDPA-1000066477,,,,,
3yd-MRIS-FX10034743,3yd-TRENDPA-1000066489,,,,,
3yd-MRIS-FX10035506,3yd-TRENDPA-1000066665,,,,,
3yd-MRIS-FX10035136,3yd-TRENDPA-1000066675,,,,,
3yd-MRIS-FX10035894,3yd-TRENDPA-1000066687,,,,,
3yd-MRIS-FX10035596,3yd-TRENDPA-1000066695,,,,,
3yd-MRIS-FX10035645,3yd-TRENDPA-1000066715,,,,,
3yd-MRIS-FX10035943,3yd-TRENDPA-1000066727,,,,,
3yd-MRIS-FX10043466,3yd-TRENDPA-1000066749,,,,,
3yd-MRIS-FX10036654,3yd-TRENDPA-1000066757,,,,,
3yd-MRIS-FX10036945,3yd-TRENDPA-1000066767,,,,,
3yd-MRIS-FX10036314,3yd-TRENDPA-1000066777,,,,,
3yd-MRIS-FX10036651,3yd-TRENDPA-1000066787,,,,,
3yd-MRIS-FX10036846,3yd-TRENDPA-1000066821,,,,,
3yd-MRIS-FX10037510,3yd-TRENDPA-1000066843,,,,,
3yd-MRIS-FX10045949,3yd-TRENDPA-1000068135,,,,,
3yd-MRIS-FX10045601,3yd-TRENDPA-1000068143,,,,,
3yd-MRIS-FX10048094,3yd-TRENDPA-1000068153,,,,,
3yd-MRIS-FX10045706,3yd-TRENDPA-1000068161,,,,,
3yd-MRIS-FX10045777,3yd-TRENDPA-1000068171,,,,,
3yd-MRIS-FX10046904,3yd-TRENDPA-1000068181,,,,,
3yd-MRIS-FX10046334,3yd-TRENDPA-1000068191,,,,,
3yd-MRIS-FX10046479,3yd-TRENDPA-1000068201,,,,,
3yd-MRIS-FX10046383,3yd-TRENDPA-1000068211,,,,,
3yd-MRIS-FX10045539,3yd-TRENDPA-1000068223,,,,,
3yd-MRIS-FX10048565,3yd-TRENDPA-1000068243,,,,,
3yd-MRIS-FX10046190,3yd-TRENDPA-1000068253,,,,,
3yd-MRIS-FX10047457,3yd-TRENDPA-1000068263,,,,,
3yd-MRIS-FX10048741,3yd-TRENDPA-1000068273,,,,,
3yd-MRIS-FX10046181,3yd-TRENDPA-1000068283,,,,,
3yd-MRIS-FX10045696,3yd-TRENDPA-1000068291,,,,,
3yd-MRIS-FX10046447,3yd-TRENDPA-1000068303,,,,,
3yd-MRIS-FX10040298,3yd-TRENDPA-1000067357,,,,,
3yd-MRIS-FX10041076,3yd-TRENDPA-1000067371,,,,,
3yd-MRIS-FX10044365,3yd-TRENDPA-1000067401,,,,,
3yd-MRIS-FX10041378,3yd-TRENDPA-1000067411,,,,,
3yd-MRIS-FX10041272,3yd-TRENDPA-1000067423,,,,,
3yd-MRIS-FX10041368,3yd-TRENDPA-1000067433,,,,,
3yd-MRIS-FX10041379,3yd-TRENDPA-1000067443,,,,,
3yd-MRIS-FX10041824,3yd-TRENDPA-1000067471,,,,,
3yd-MRIS-FX10041675,3yd-TRENDPA-1000067483,,,,,
3yd-MRIS-FX10041919,3yd-TRENDPA-1000067493,,,,,
3yd-MRIS-FX10046810,3yd-TRENDPA-1000068267,,,,,
3yd-MRIS-FX10052455,3yd-TRENDPA-1000068277,,,,,
3yd-MRIS-FX10047064,3yd-TRENDPA-1000068287,,,,,
3yd-MRIS-FX10047112,3yd-TRENDPA-1000068297,,,,,
3yd-MRIS-FX10046113,3yd-TRENDPA-1000068311,,,,,
3yd-MRIS-FX10032445,3yd-TRENDPA-1000066287,,,,,
3yd-MRIS-FX10034326,3yd-TRENDPA-1000066307,,,,,
3yd-MRIS-FX10033622,3yd-TRENDPA-1000066317,,,,,
3yd-MRIS-FX10042508,3yd-TRENDPA-1000066337,,,,,
3yd-MRIS-FX10040379,3yd-TRENDPA-1000066347,,,,,
3yd-MRIS-FX10051019,3yd-TRENDPA-1000066367,,,,,
3yd-MRIS-FX10035697,3yd-TRENDPA-1000066377,,,,,
3yd-MRIS-FX10033259,3yd-TRENDPA-1000066387,,,,,
3yd-MRIS-FX10034854,3yd-TRENDPA-1000066397,,,,,
3yd-MRIS-FX10033671,3yd-TRENDPA-1000066409,,,,,
3yd-MRIS-FX10039456,3yd-TRENDPA-1000066419,,,,,
3yd-MRIS-FX10033575,3yd-TRENDPA-1000066429,,,,,
3yd-MRIS-FX10035003,3yd-TRENDPA-1000066439,,,,,
3yd-MRIS-FX10034403,3yd-TRENDPA-1000066461,,,,,
3yd-MRIS-FX10034189,3yd-TRENDPA-1000066485,,,,,
3yd-MRIS-FX10039278,3yd-TRENDPA-1000066865,,,,,
3yd-MRIS-FX10045718,3yd-TRENDPA-1000066877,,,,,
3yd-MRIS-FX10046859,3yd-TRENDPA-1000066899,,,,,
3yd-MRIS-FX10041191,3yd-TRENDPA-1000066907,,,,,
3yd-MRIS-FX10038222,3yd-TRENDPA-1000066917,,,,,
3yd-MRIS-FX10037939,3yd-TRENDPA-1000066927,,,,,
3yd-MRIS-FX10037908,3yd-TRENDPA-1000066939,,,,,
3yd-MRIS-FX10039638,3yd-TRENDPA-1000066961,,,,,
3yd-MRIS-FX10053380,3yd-TRENDPA-1000066973,,,,,
3yd-MRIS-FX10038267,3yd-TRENDPA-1000066983,,,,,
3yd-MRIS-FX10037953,3yd-TRENDPA-1000066995,,,,,
3yd-MRIS-FX10045110,3yd-TRENDPA-1000067007,,,,,
3yd-MRIS-FX10037866,3yd-TRENDPA-1000067015,,,,,
3yd-MRIS-FX10038127,3yd-TRENDPA-1000067023,,,,,
3yd-MRIS-FX10038120,3yd-TRENDPA-1000067033,,,,,
3yd-MRIS-FX10037893,3yd-TRENDPA-1000067043,,,,,
3yd-MRIS-FX10052727,3yd-TRENDPA-1000067051,,,,,
3yd-MRIS-FX10038868,3yd-TRENDPA-1000067061,,,,,
3yd-MRIS-FX10035090,3yd-TRENDPA-1000066407,,,,,
3yd-MRIS-FX10048811,3yd-TRENDPA-1000068373,,,,,
3yd-MRIS-FX10053426,3yd-TRENDPA-1000068383,,,,,
3yd-MRIS-FX10047108,3yd-TRENDPA-1000068393,,,,,
3yd-MRIS-FX10051254,3yd-TRENDPA-1000068403,,,,,
3yd-MRIS-FX10047551,3yd-TRENDPA-1000068413,,,,,
3yd-MRIS-FX10047627,3yd-TRENDPA-1000068425,,,,,
3yd-MRIS-FX10048333,3yd-TRENDPA-1000068435,,,,,
3yd-MRIS-FX10051507,3yd-TRENDPA-1000068457,,,,,
3yd-MRIS-FX10047575,3yd-TRENDPA-1000068467,,,,,
3yd-MRIS-FX10053077,3yd-TRENDPA-1000068479,,,,,
3yd-MRIS-FX10051911,3yd-TRENDPA-1000068489,,,,,
3yd-MRIS-FX10049485,3yd-TRENDPA-1000068505,,,,,
3yd-MRIS-FX10047603,3yd-TRENDPA-1000068515,,,,,
3yd-MRIS-FX10048372,3yd-TRENDPA-1000068525,,,,,
3yd-MRIS-FX10050891,3yd-TRENDPA-1000068535,,,,,
3yd-MRIS-FX10048134,3yd-TRENDPA-1000068545,,,,,
3yd-MRIS-FX10050026,3yd-TRENDPA-1000068555,,,,,
3yd-MRIS-FX10046993,3yd-TRENDPA-1000067463,,,,,
3yd-MRIS-FX10043089,3yd-TRENDPA-1000067475,,,,,
3yd-MRIS-FX10041973,3yd-TRENDPA-1000067485,,,,,
3yd-MRIS-FX10040971,3yd-TRENDPA-1000067495,,,,,
3yd-MRIS-FX10043239,3yd-TRENDPA-1000067505,,,,,
3yd-MRIS-FX10050941,3yd-TRENDPA-1000067515,,,,,
3yd-MRIS-FX10043049,3yd-TRENDPA-1000067525,,,,,
3yd-MRIS-FX10042162,3yd-TRENDPA-1000067535,,,,,
3yd-MRIS-FX10041830,3yd-TRENDPA-1000067545,,,,,
3yd-MRIS-FX10042093,3yd-TRENDPA-1000067555,,,,,
3yd-MRIS-FX10048287,3yd-TRENDPA-1000067567,,,,,
3yd-MRIS-FX10048324,3yd-TRENDPA-1000067577,,,,,
3yd-MRIS-FX10041886,3yd-TRENDPA-1000067591,,,,,
3yd-MRIS-FX10044644,3yd-TRENDPA-1000067603,,,,,
3yd-MRIS-FX10043551,3yd-TRENDPA-1000067615,,,,,
3yd-MRIS-FX10043654,3yd-TRENDPA-1000067627,,,,,
3yd-MRIS-FX10042603,3yd-TRENDPA-1000067637,,,,,
3yd-MRIS-FX10040616,3yd-TRENDPA-1000066497,,,,,
3yd-MRIS-FX10034527,3yd-TRENDPA-1000066501,,,,,
3yd-MRIS-FX10034675,3yd-TRENDPA-1000066507,,,,,
3yd-MRIS-FX10034466,3yd-TRENDPA-1000066511,,,,,
3yd-MRIS-FX10034698,3yd-TRENDPA-1000066517,,,,,
3yd-MRIS-FX10033792,3yd-TRENDPA-1000066521,,,,,
3yd-MRIS-FX10034836,3yd-TRENDPA-1000066531,,,,,
3yd-MRIS-FX10033838,3yd-TRENDPA-1000066539,,,,,
3yd-MRIS-FX10034069,3yd-TRENDPA-1000066543,,,,,
3yd-MRIS-FX10035272,3yd-TRENDPA-1000066553,,,,,
3yd-MRIS-FX10035383,3yd-TRENDPA-1000066563,,,,,
3yd-MRIS-FX10034590,3yd-TRENDPA-1000066565,,,,,
3yd-MRIS-FX10035330,3yd-TRENDPA-1000066573,,,,,
3yd-MRIS-FX10041257,3yd-TRENDPA-1000066581,,,,,
3yd-MRIS-FX10034795,3yd-TRENDPA-1000066593,,,,,
3yd-MRIS-FX10034266,3yd-TRENDPA-1000066597,,,,,
3yd-MRIS-FX10038764,3yd-TRENDPA-1000067071,,,,,
3yd-MRIS-FX10040160,3yd-TRENDPA-1000067091,,,,,
3yd-MRIS-FX10038553,3yd-TRENDPA-1000067101,,,,,
3yd-MRIS-FX10038705,3yd-TRENDPA-1000067119,,,,,
3yd-MRIS-FX10038610,3yd-TRENDPA-1000067127,,,,,
3yd-MRIS-FX10044115,3yd-TRENDPA-1000067157,,,,,
3yd-MRIS-FX10038812,3yd-TRENDPA-1000067167,,,,,
3yd-MRIS-FX10039433,3yd-TRENDPA-1000067179,,,,,
3yd-MRIS-FX10039639,3yd-TRENDPA-1000067187,,,,,
3yd-MRIS-FX10040307,3yd-TRENDPA-1000067197,,,,,
3yd-MRIS-FX10038618,3yd-TRENDPA-1000067211,,,,,
3yd-MRIS-FX10039611,3yd-TRENDPA-1000067219,,,,,
3yd-MRIS-FX10040607,3yd-TRENDPA-1000067243,,,,,
3yd-MRIS-FX10040261,3yd-TRENDPA-1000067253,,,,,
3yd-MRIS-FX10041247,3yd-TRENDPA-1000067417,,,,,
3yd-MRIS-FX10042200,3yd-TRENDPA-1000067437,,,,,
3yd-MRIS-FX10041353,3yd-TRENDPA-1000067447,,,,,
3yd-MRIS-FX10046285,3yd-TRENDPA-1000067457,,,,,
3yd-MRIS-FX10042742,3yd-TRENDPA-1000067469,,,,,
3yd-MRIS-FX10041647,3yd-TRENDPA-1000067479,,,,,
3yd-MRIS-FX10041766,3yd-TRENDPA-1000067489,,,,,
3yd-MRIS-FX10041303,3yd-TRENDPA-1000067501,,,,,
3yd-MRIS-FX10042329,3yd-TRENDPA-1000067509,,,,,
3yd-MRIS-FX10041541,3yd-TRENDPA-1000067519,,,,,
3yd-MRIS-FX10041762,3yd-TRENDPA-1000067529,,,,,
3yd-MRIS-FX10042383,3yd-TRENDPA-1000067541,,,,,
3yd-MRIS-FX10042176,3yd-TRENDPA-1000067553,,,,,
3yd-MRIS-FX10048539,3yd-TRENDPA-1000067563,,,,,
3yd-MRIS-FX10042350,3yd-TRENDPA-1000067575,,,,,
3yd-MRIS-FX10042165,3yd-TRENDPA-1000067585,,,,,
3yd-MRIS-FX10044964,3yd-TRENDPA-1000067597,,,,,
3yd-MRIS-FX10045840,3yd-TRENDPA-1000067609,,,,,
3yd-MRIS-FX10043001,3yd-TRENDPA-1000067659,,,,,
3yd-MRIS-FX10042805,3yd-TRENDPA-1000067673,,,,,
3yd-MRIS-FX10042918,3yd-TRENDPA-1000067685,,,,,
3yd-MRIS-FX10043065,3yd-TRENDPA-1000067697,,,,,
3yd-MRIS-FX10043770,3yd-TRENDPA-1000067707,,,,,
3yd-MRIS-FX10045469,3yd-TRENDPA-1000067717,,,,,
3yd-MRIS-FX10043314,3yd-TRENDPA-1000067725,,,,,
3yd-MRIS-FX10043415,3yd-TRENDPA-1000067745,,,,,
3yd-MRIS-FX10043290,3yd-TRENDPA-1000067755,,,,,
3yd-MRIS-FX10043182,3yd-TRENDPA-1000067765,,,,,
3yd-MRIS-FX10043491,3yd-TRENDPA-1000067775,,,,,
3yd-MRIS-FX10045996,3yd-TRENDPA-1000067785,,,,,
3yd-MRIS-FX10043709,3yd-TRENDPA-1000067795,,,,,
3yd-MRIS-FX10043573,3yd-TRENDPA-1000067813,,,,,
3yd-MRIS-FX10043786,3yd-TRENDPA-1000067825,,,,,
3yd-MRIS-FX10043546,3yd-TRENDPA-1000067837,,,,,
3yd-MRIS-FX10045140,3yd-TRENDPA-1000067849,,,,,
3yd-MRIS-FX10048238,3yd-TRENDPA-1000067861,,,,,
3yd-MRIS-FX10034928,3yd-TRENDPA-1000066557,,,,,
3yd-MRIS-FX10040542,3yd-TRENDPA-1000066595,,,,,
3yd-MRIS-FX10035113,3yd-TRENDPA-1000066603,,,,,
3yd-MRIS-FX10040705,3yd-TRENDPA-1000066607,,,,,
3yd-MRIS-FX10039750,3yd-TRENDPA-1000066609,,,,,
3yd-MRIS-FX10035062,3yd-TRENDPA-1000066615,,,,,
3yd-MRIS-FX10035348,3yd-TRENDPA-1000066617,,,,,
3yd-MRIS-FX10035128,3yd-TRENDPA-1000066621,,,,,
3yd-MRIS-FX10034823,3yd-TRENDPA-1000066629,,,,,
3yd-MRIS-FX10034621,3yd-TRENDPA-1000066627,,,,,
3yd-MRIS-FX10037722,3yd-TRENDPA-1000066631,,,,,
3yd-MRIS-FX10034879,3yd-TRENDPA-1000066639,,,,,
3yd-MRIS-FX10035803,3yd-TRENDPA-1000066641,,,,,
3yd-MRIS-FX10037596,3yd-TRENDPA-1000066645,,,,,
3yd-MRIS-FX10037478,3yd-TRENDPA-1000066653,,,,,
3yd-MRIS-FX10037608,3yd-TRENDPA-1000066655,,,,,
3yd-MRIS-FX10035715,3yd-TRENDPA-1000066667,,,,,
3yd-MRIS-FX10043103,3yd-TRENDPA-1000066669,,,,,
3yd-MRIS-FX10036037,3yd-TRENDPA-1000066681,,,,,
3yd-MRIS-FX10041066,3yd-TRENDPA-1000067275,,,,,
3yd-MRIS-FX10048667,3yd-TRENDPA-1000067285,,,,,
